accuracy,communication_rounds,dpMode,foldPrivacytest,foldTest,labelColumn,noiseScale,numClients,status,testnum,C,delta,epsilon,L,alpha,lambda_,max_iter,tolerance
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,245_317404293,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,246_517665061,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,247_753361981,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,248_81777175,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,249_311199910,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,250_670433511,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,1,finished,251_31590975,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,1,finished,252_292240882,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,253_542684416,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,254_487003491,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8666666666666667,5,noDP,120|149,90|119,target,None,2,finished,255_211883320,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,256_529239722,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,257_12329482,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.6666666666666666,5,noDP,120|149,90|119,target,None,2,finished,258_563351609,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,259_991262086,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,120|149,90|119,target,None,2,finished,260_520729344,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,261_898533779,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7333333333333333,5,noDP,120|149,90|119,target,None,2,finished,262_832207527,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,263_532126648,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,264_227837771,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,265_484469023,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,266_812132660,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,267_71952445,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,268_868182954,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,269_827611349,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,270_131829117,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,272_290740973,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,273_240146859,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,274_839260419,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,275_941095951,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,276_764157686,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,277_708144478,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,278_32214955,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,279_84150866,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.5714285714285714,5,noDP,120|149,90|119,target,None,4,finished,280_338130758,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.7142857142857143,5,noDP,120|149,90|119,target,None,4,finished,281_26543714,1,0.0013333333333333333,0.1,0.2,0.001,0.01,100,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,313_418581216,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,314_316141345,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,315_296124743,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,316_31684562,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,317_288169265,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,318_648126837,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,319_927897051,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,320_952322555,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,321_988237836,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,322_112163447,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,323_816651190,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,324_339407910,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,325_838919833,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,326_255987890,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,327_766301041,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,328_972109198,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,329_272205668,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,330_484133556,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,331_25651783,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,332_394664672,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,333_755656214,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,334_66763778,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,335_420647060,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,336_888993600,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,1,finished,337_272403213,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,338_770644182,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,339_332687020,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,340_798809436,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,341_180830940,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,342_630120992,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,343_173529314,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,344_831163434,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,345_334851146,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,346_856425138,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,347_224972892,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,348_877907524,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,349_961645668,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,350_671221485,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,352_212623911,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,1,finished,353_812708845,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,354_155480233,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,355_640408497,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,30|59,0|29,target,None,1,finished,356_197217180,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,357_580415955,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,30|59,0|29,target,None,1,finished,358_75646424,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,1,finished,359_402810586,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,360_831166221,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,1,finished,361_243489705,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,362_576331620,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,363_196971091,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,2,finished,364_883450870,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,365_433029726,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,366_138586169,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,367_804571189,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,30|59,0|29,target,None,2,finished,368_335380355,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,369_994163927,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,2,finished,370_535438573,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,30|59,0|29,target,None,2,finished,371_315451586,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,372_41790076,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,3,finished,373_643048281,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,374_397772860,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,375_354608313,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6,5,noDP,30|59,0|29,target,None,3,finished,376_80466526,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,377_704821093,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5714285714285714,5,noDP,30|59,0|29,target,None,4,finished,382_8105296,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,30|59,0|29,target,None,3,finished,378_553040754,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,379_684773819,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
1.0,5,noDP,30|59,0|29,target,None,3,finished,380_361999834,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,30|59,0|29,target,None,3,finished,381_36359594,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5714285714285714,5,noDP,30|59,0|29,target,None,4,finished,383_780387460,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5714285714285714,5,noDP,30|59,0|29,target,None,4,finished,384_866296637,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5714285714285714,5,noDP,30|59,0|29,target,None,4,finished,385_975308343,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,30|59,0|29,target,None,4,finished,386_897881962,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,30|59,0|29,target,None,4,finished,387_729141087,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,30|59,0|29,target,None,4,finished,388_624897546,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5714285714285714,5,noDP,30|59,0|29,target,None,4,finished,389_528873714,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,30|59,0|29,target,None,4,finished,390_371489942,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8571428571428571,5,noDP,30|59,0|29,target,None,4,finished,391_176611075,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5,5,noDP,30|59,0|29,target,None,5,finished,392_292947810,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,5,finished,393_672675468,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,5,finished,394_622244887,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.5,5,noDP,30|59,0|29,target,None,5,finished,395_644728640,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,5,finished,396_585305044,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,30|59,0|29,target,None,5,finished,397_168641571,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,60|89,30|59,target,None,1,finished,399_778307906,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,60|89,30|59,target,None,1,finished,400_95795421,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,1,finished,401_420921565,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,60|89,30|59,target,None,1,finished,402_801698847,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,60|89,30|59,target,None,1,finished,403_259227295,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,60|89,30|59,target,None,1,finished,404_619719441,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.6666666666666666,5,noDP,60|89,30|59,target,None,1,finished,405_945940464,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,60|89,30|59,target,None,1,finished,406_336663432,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,60|89,30|59,target,None,1,finished,407_695806696,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,1,finished,408_948333865,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,2,finished,409_332139130,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,410_648352400,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,411_223981432,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,412_764559451,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,413_146103999,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,414_576435963,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,415_170456789,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,416_746577382,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,60|89,30|59,target,None,2,finished,417_205445920,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,2,finished,418_827407011,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,60|89,30|59,target,None,3,finished,419_353429640,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,420_231958961,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,421_928322027,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,60|89,30|59,target,None,3,finished,422_484264672,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,60|89,30|59,target,None,3,finished,423_473026283,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,424_341121170,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,425_125875812,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,426_966103604,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,60|89,30|59,target,None,3,finished,427_798347529,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,60|89,30|59,target,None,3,finished,428_448106514,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,429_189489009,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8571428571428571,5,noDP,60|89,30|59,target,None,4,finished,430_126337135,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,431_172214338,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8571428571428571,5,noDP,60|89,30|59,target,None,4,finished,432_994954894,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,433_867787865,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,434_750157988,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,435_725762028,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,436_708109188,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7142857142857143,5,noDP,60|89,30|59,target,None,4,finished,437_500435716,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8571428571428571,5,noDP,60|89,30|59,target,None,4,finished,438_379098157,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,439_596121823,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,440_641382148,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,441_777761661,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,442_776066078,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,443_574457154,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,444_540764429,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,445_539951885,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
1.0,5,noDP,60|89,30|59,target,None,5,finished,446_521844016,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,447_560764124,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,60|89,30|59,target,None,5,finished,448_539615598,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,90|119,60|89,target,None,1,finished,449_542842687,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,90|119,60|89,target,None,1,finished,450_849573795,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8,5,noDP,90|119,60|89,target,None,1,finished,451_190351634,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,1,finished,452_760152025,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,90|119,60|89,target,None,1,finished,453_227364511,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,90|119,60|89,target,None,1,finished,454_617007410,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7333333333333333,5,noDP,90|119,60|89,target,None,1,finished,455_5480521,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7666666666666667,5,noDP,90|119,60|89,target,None,1,finished,456_288102185,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8333333333333334,5,noDP,90|119,60|89,target,None,1,finished,457_767928041,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,90|119,60|89,target,None,1,finished,458_159557332,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,459_580450043,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,460_198894852,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,461_516599167,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,462_931695949,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,90|119,60|89,target,None,2,finished,463_422321065,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,90|119,60|89,target,None,2,finished,464_928137156,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,90|119,60|89,target,None,2,finished,465_604424574,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.8666666666666667,5,noDP,90|119,60|89,target,None,2,finished,466_151464530,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,467_748159221,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9333333333333333,5,noDP,90|119,60|89,target,None,2,finished,468_348491711,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.7,5,noDP,90|119,60|89,target,None,3,finished,469_739105342,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,90|119,60|89,target,None,3,finished,470_141547280,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
0.9,5,noDP,90|119,60|89,target,None,3,finished,471_778613162,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
1.0,5,noDP,90|119,60|89,target,None,3,finished,472_411389879,1,0.0013333333333333333,0.1,0.2,0.001,0.01,500,1e-05
